size,id,geo/0,geo/1,url,boost,title,country
3,vCyrtqJp,-112.84184,49.69349,/visit/lethbridge/vCyrtqJp,false,Lethbridge,Canada
1,tZmZaZEr,86.39215,24.206915,/visit/giridih/tZmZaZEr,false,Giridih,India
1,XbLORuei,75.670265,29.443817,/visit/gorakhpur/XbLORuei,false,Gorakhpur,India
1,EjtJ_bIx,77.02664,28.459497,/visit/gurugram/EjtJ_bIx,false,Gurugram,India
1,eA6a3jNu,-41.203526,-20.603746,/visit/castelo-es/eA6a3jNu,false,Castelo ES,Brazil
1,Hdf60oJ7,76.45922,9.279856,/visit/haripad/Hdf60oJ7,false,Haripad,India
1,xbkcCGCI,77.22184,8.30753,/visit/marthandam/xbkcCGCI,false,Marthandam,India
1,rlpZJBJP,77.39103,28.535517,/visit/noida/rlpZJBJP,false,Noida,India
1,YV18zKUw,79.08816,21.1458,/visit/nagpur/YV18zKUw,false,Nagpur,India
1,1ooUEWNW,79.89453,17.928122,/visit/narsampet/1ooUEWNW,false,Narsampet,India
1,rRQQNOtM,76.69503,11.410204,/visit/ooty/rRQQNOtM,false,Ooty,India
1,_VAurFxE,73.33,25.77,/visit/pali/_VAurFxE,false,Pali,India
3,MdnxJtTX,-47.4446,-23.540285,/visit/votorantim-sp/MdnxJtTX,false,Votorantim SP,Brazil
2,Tp27ihxu,104.77564,-2.9766307,/visit/palembang/Tp27ihxu,false,Palembang,Indonesia
1,vPyDAGhp,79.1325,12.916516,/visit/vellore/vPyDAGhp,false,Vellore,India
2,iXOeB39Z,-0.128701,50.954468,/visit/burgess-hill/iXOeB39Z,false,Burgess Hill,United Kingdom
1,5oUE8la8,80.64802,16.506174,/visit/vijayawada/5oUE8la8,false,Vijayawada,India
1,oiLkMelg,80.33187,26.449923,/visit/kanpur/oiLkMelg,false,Kanpur,India
1,D1uoIwmC,77.2686,11.172957,/visit/avinashi/D1uoIwmC,false,Avinashi,India
1,E0ewOUZ2,75.55387,11.931312,/visit/kotheri/E0ewOUZ2,false,Kotheri,India
1,vPxv9hwS,76.18417,20.529215,/visit/buldana/vPxv9hwS,false,Buldana,India
1,uG53iJoy,99.74557,0.6488335,/visit/kotanopan/uG53iJoy,false,Kotanopan,Indonesia
3,KICQnDd3,-54.86653,-29.191462,/visit/santiago-rs/KICQnDd3,false,Santiago RS,Brazil
1,HZLGdm8B,99.87947,0.6112169,/visit/muara-sipongi/HZLGdm8B,false,Muara Sipongi,Indonesia
4,DJvMUXEV,31.03351,-17.825165,/visit/harare/DJvMUXEV,true,Harare,Zimbabwe
3,t98vTd95,-93.166885,44.80413,/visit/eagan-mn/t98vTd95,false,Eagan MN,United States
3,SuXxbXtL,5.2371087,7.6124263,/visit/ado-ekiti/SuXxbXtL,false,Ado Ekiti,Nigeria
4,HFwOzGUM,-50.582104,-27.282854,/visit/curitibanos-sc/HFwOzGUM,false,Curitibanos SC,Brazil
4,zwRvCKTj,-120.5059,46.60207,/visit/yakima-wa/zwRvCKTj,false,Yakima WA,United States
2,MRP3rXvj,-2.025674,48.649338,/visit/st-malo/MRP3rXvj,false,St-Malo,France
3,RMX3QPzL,-70.737595,-33.812565,/visit/paine/RMX3QPzL,false,Paine,Chile
1,EDLbMquh,74.87226,31.63398,/visit/amritsar/EDLbMquh,false,Amritsar,India
3,t1wH8tEY,-76.41135,40.340923,/visit/lebanon-pa/t1wH8tEY,false,Lebanon PA,United States
3,suqgSqTy,-44.995346,-12.147748,/visit/barreiras-ba/suqgSqTy,false,Barreiras BA,Brazil
3,EIBpBVtu,-71.759796,42.52509,/visit/leominster-ma/EIBpBVtu,false,Leominster MA,United States
4,aR5CpB5j,-75.2103,-12.068636,/visit/huancayo/aR5CpB5j,false,Huancayo,Peru
4,P2bL-WuL,-51.18619,-29.913258,/visit/canoas-rs/P2bL-WuL,false,Canoas RS,Brazil
